activity_id,customer_id,activity_date,activity_type,amount
ACT0000393,CUST002563,2025-12-30 14:49:56,Savings Withdrawal,39.0
ACT0000394,CUST000837,2026-05-17 16:20:00,Savings Withdrawal,68.26
ACT0000395,CUST002664,2025-05-27 08:13:34,Payment,11.46
ACT0000396,CUST007939,2025-01-10 08:24:15,Credit Repayment,32.57
ACT0000397,CUST007032,2025-06-12 18:31:53,Payment,86.87
ACT0000398,CUST003190,2025-08-08 02:27:54,Payment,22.26
ACT0000399,CUST008722,2025-05-04 11:09:39,Payment,19.76
ACT0000400,CUST011401,2025-06-17 19:19:19,Credit Repayment,6.56
ACT0000401,CUST005073,2025-01-16 09:05:27,Credit Repayment,14.27
ACT0000402,CUST011250,2026-03-31 23:40:05,Credit Repayment,204.36
ACT0000403,CUST008628,2025-12-08 07:48:25,Savings Deposit,22.57
ACT0000404,CUST001394,2026-06-03 06:26:00,Savings Deposit,22.8
ACT0000405,CUST009541,2026-01-10 03:57:49,Savings Withdrawal,9.9
ACT0000406,CUST003306,2026-06-10 19:29:18,Savings Withdrawal,56.95
ACT0000407,CUST004130,2025-07-22 17:35:05,Payment,40.29
ACT0000408,CUST009112,2026-05-20 21:22:33,Savings Deposit,74.49
ACT0000409,CUST005618,2026-02-20 00:36:12,Credit Repayment,373.96
ACT0000410,CUST005331,2026-08-01 04:48:39,Savings Deposit,291.35
ACT0000411,CUST005626,2025-01-12 09:32:03,Credit Repayment,227.46
ACT0000412,CUST009603,2026-05-23 16:10:19,Login,15.79
ACT0000413,CUST008516,2025-05-19 16:31:13,Login,152.79
ACT0000414,CUST005756,2026-04-10 04:02:04,Payment,68.49
ACT0000415,CUST010128,2026-01-23 18:04:38,Payment,16.35
ACT0000416,CUST006029,2025-11-13 19:38:42,Payment,81.55
ACT0000417,CUST007976,2025-08-25 19:51:35,Payment,79.4
ACT0000418,CUST004558,2025-05-02 09:25:25,Credit Repayment,81.98
ACT0000419,CUST011301,2025-10-03 07:32:26,Savings Deposit,80.05
ACT0000420,CUST007886,2025-02-07 13:49:28,Login,168.39
ACT0000421,CUST000186,2025-07-15 02:07:57,Login,73.63
ACT0000422,CUST003321,2025-10-31 22:23:23,Payment,251.43
ACT0000423,CUST008466,2025-03-08 19:10:59,Credit Repayment,94.82
ACT0000424,CUST005205,2026-05-22 21:33:15,Login,372.71
ACT0000425,CUST011699,2026-03-16 23:05:46,Credit Repayment,8.76
ACT0000426,CUST004479,2025-01-06 05:58:04,Savings Deposit,165.21
ACT0000427,CUST010360,2026-01-02 00:32:20,Savings Deposit,350.29
ACT0000428,CUST008212,2026-08-01 10:20:55,Payment,137.14
ACT0000429,CUST000304,2026-01-10 01:22:33,Login,854.97
ACT0000430,CUST007714,2025-04-28 01:57:56,Payment,20.9
ACT0000431,CUST008544,2025-04-10 21:49:13,Login,20.11
ACT0000432,CUST001944,2025-07-17 18:24:35,Login,850.6
ACT0000433,CUST003531,2026-01-04 20:54:09,Credit Repayment,114.72
ACT0000434,CUST003709,2026-02-25 15:47:58,Application,126.62
ACT0000435,CUST002296,2026-01-05 21:25:37,Credit Repayment,218.82
ACT0000436,CUST007436,2025-07-02 09:57:08,Savings Withdrawal,140.19
ACT0000437,CUST006860,2026-02-03 14:16:00,Credit Repayment,681.04
ACT0000438,CUST007397,2026-05-22 00:31:25,Savings Deposit,61.8
ACT0000439,CUST006263,2025-07-25 07:22:02,Application,237.57
ACT0000440,CUST010660,2026-02-23 23:15:52,Savings Deposit,15.06
ACT0000441,CUST007817,2025-05-20 12:04:53,Credit Repayment,2.78
ACT0000442,CUST004861,2026-04-23 18:33:07,Application,71.31
ACT0000443,CUST005206,2025-03-09 19:09:39,Savings Withdrawal,79.62
ACT0000444,CUST001666,2026-03-07 17:54:33,Payment,531.07
ACT0000445,CUST009017,2025-12-03 21:41:09,Login,245.82
ACT0000446,CUST007721,2025-06-06 03:22:01,Savings Deposit,679.49
ACT0000447,CUST004684,2026-03-11 03:35:25,Payment,1157.51
ACT0000448,CUST010544,2025-04-12 04:24:56,Application,425.02
ACT0000449,CUST004494,2025-03-13 20:48:37,Login,53.99
ACT0000450,CUST003756,2025-06-01 21:43:19,Application,23.56
ACT0000451,CUST003511,2025-07-05 19:39:49,Savings Deposit,199.82
ACT0000452,CUST008885,2026-07-06 21:03:08,Credit Repayment,33.28
ACT0000453,CUST010885,2026-03-05 07:07:19,Payment,123.06
ACT0000454,CUST007457,2026-04-03 13:43:23,Payment,112.95
ACT0000455,CUST008157,2025-04-01 19:33:16,Payment,23.18
ACT0000456,CUST009073,2026-07-03 12:23:47,Credit Repayment,313.85
ACT0000457,CUST002829,2025-03-05 14:40:57,Application,201.36
ACT0000458,CUST001402,2026-07-18 19:22:01,Savings Deposit,75.67
ACT0000459,CUST004828,2025-04-16 20:29:31,Payment,1681.9
ACT0000460,CUST008095,2025-04-14 02:46:54,Payment,384.99
ACT0000461,CUST010173,2025-11-18 15:46:39,Login,14.15
ACT0000462,CUST007420,2025-08-06 04:59:07,Credit Repayment,327.78
ACT0000463,CUST008559,2025-05-01 02:00:57,Payment,62.78
ACT0000464,CUST010247,2026-01-08 04:51:08,Savings Withdrawal,17.18
ACT0000465,CUST009297,2026-07-04 16:34:31,Payment,51.22
ACT0000466,CUST002200,2025-01-10 05:55:15,Savings Deposit,181.66
ACT0000467,CUST002812,2025-09-25 17:22:12,Login,108.33
ACT0000468,CUST010898,2026-08-28 01:30:03,Payment,28.25
ACT0000469,CUST004916,2025-02-24 06:32:14,Credit Repayment,68.01
ACT0000470,CUST009764,2025-09-18 19:39:56,Payment,115.51
ACT0000471,CUST011920,2026-07-02 14:34:21,Login,90.94
ACT0000472,CUST003211,2025-04-09 11:22:37,Payment,214.93
ACT0000473,CUST005331,2025-01-06 09:07:35,Application,10.52
ACT0000474,CUST011033,2025-03-11 03:29:03,Application,33.82
ACT0000475,CUST004967,2025-06-17 17:03:18,Login,29.47
ACT0000476,CUST010543,2025-08-27 08:18:20,Savings Deposit,36.74
ACT0000477,CUST003638,2025-06-06 21:49:13,Payment,21.06
ACT0000478,CUST011669,2026-03-09 15:12:39,Payment,111.15
ACT0000479,CUST011935,2026-01-06 16:50:07,Credit Repayment,155.81
ACT0000480,CUST001266,2025-04-13 01:23:17,Login,93.25
ACT0000481,CUST008907,2026-04-02 23:54:09,Credit Repayment,42.26
ACT0000482,CUST004441,2026-01-08 21:51:04,Payment,214.93
ACT0000483,CUST001625,2026-08-09 06:53:48,Application,197.27
ACT0000484,CUST008430,2026-04-06 15:22:12,Savings Deposit,126.92
ACT0000485,CUST004825,2026-05-28 05:38:40,Application,958.64
ACT0000486,CUST000262,2025-07-13 03:08:29,Credit Repayment,202.3
ACT0000487,CUST003054,2025-06-19 17:20:49,Savings Withdrawal,4.23
ACT0000488,CUST005677,2026-05-15 05:51:46,Credit Repayment,109.19
ACT0000489,CUST009763,2025-04-23 10:30:33,Payment,256.9
ACT0000490,CUST003477,2026-07-29 05:27:13,Login,132.75
ACT0000491,CUST005360,2026-08-26 16:25:12,Payment,36.55
ACT0000492,CUST005804,2025-02-28 09:38:54,Application,446.06
ACT0000493,CUST003607,2025-10-07 04:04:30,Credit Repayment,13.89
ACT0000494,CUST010359,2026-08-21 08:00:48,Payment,23.26
ACT0000495,CUST011087,2026-03-15 14:50:41,Credit Repayment,25.64
ACT0000496,CUST001795,2026-01-28 21:10:46,Payment,17.6
ACT0000497,CUST002074,2026-07-12 20:33:19,Application,203.13
ACT0000498,CUST002124,2025-05-08 21:12:42,Payment,504.14
ACT0000499,CUST011859,2026-05-01 12:35:53,Savings Deposit,42.04
ACT0000500,CUST004789,2026-07-20 08:39:25,Payment,68.12
ACT0000501,CUST008201,2025-04-16 19:22:53,Login,12.62
ACT0000502,CUST000014,2025-03-11 11:05:38,Credit Repayment,18.91
ACT0000503,CUST003214,2026-07-11 04:46:22,Payment,97.58
ACT0000504,CUST000249,2025-10-07 01:46:43,Savings Deposit,149.22
ACT0000505,CUST009888,2026-06-01 10:49:16,Payment,539.66
ACT0000506,CUST010009,2025-12-19 07:09:51,Payment,41.03
ACT0000507,CUST008239,2026-05-21 17:33:20,Login,52.95
ACT0000508,CUST010101,2025-10-14 18:40:38,Credit Repayment,58.5
ACT0000509,CUST009696,2025-05-28 14:32:13,Login,15.45
ACT0000510,CUST010049,2025-10-13 05:31:00,Savings Deposit,77.16
ACT0000511,CUST000995,2025-01-27 21:31:02,Credit Repayment,119.04
ACT0000512,CUST003342,2025-01-21 18:31:21,Savings Deposit,37.95
ACT0000513,CUST002011,2026-03-05 07:20:39,Credit Repayment,48.9
ACT0000514,CUST009701,2025-03-09 00:53:42,Savings Deposit,509.84
ACT0000515,CUST000007,2026-01-23 12:15:29,Application,37.76
ACT0000516,CUST011584,2025-03-30 06:05:37,Application,38.01
ACT0000517,CUST009307,2025-02-06 00:30:14,Application,31.63
ACT0000518,CUST004306,2026-03-15 21:22:17,Credit Repayment,104.15
ACT0000519,CUST004133,2025-01-28 07:31:33,Savings Deposit,156.3
ACT0000520,CUST005145,2025-07-25 05:00:43,Login,39.55
ACT0000521,CUST009228,2025-06-24 03:42:30,Credit Repayment,71.09
ACT0000522,CUST003597,2026-03-27 11:32:18,Payment,6.02
ACT0000523,CUST000044,2026-01-15 08:51:40,Savings Deposit,356.3
ACT0000524,CUST006562,2026-04-15 17:41:48,Savings Deposit,316.56
ACT0000525,CUST008758,2025-12-09 11:06:07,Savings Deposit,277.6
ACT0000526,CUST008249,2026-01-30 12:37:06,Credit Repayment,191.97
ACT0000527,CUST007175,2026-01-20 17:44:10,Payment,24.43
ACT0000528,CUST010387,2025-11-02 23:04:37,Login,79.03
ACT0000529,CUST007589,2026-01-25 01:48:39,Payment,418.36
ACT0000530,CUST005797,2025-03-10 18:22:01,Payment,10.85
ACT0000531,CUST009231,2025-05-15 05:56:34,Login,416.09
ACT0000532,CUST000484,2025-04-12 10:46:22,Savings Withdrawal,126.83
ACT0000533,CUST006211,2026-08-23 06:11:29,Savings Deposit,120.68
ACT0000534,CUST006941,2026-05-05 20:18:16,Login,121.61
ACT0000535,CUST010956,2026-07-04 13:36:06,Login,11.19
ACT0000536,CUST010860,2026-02-08 14:57:36,Savings Withdrawal,229.89
ACT0000537,CUST009661,2025-11-26 03:12:48,Payment,97.09
ACT0000538,CUST004229,2026-03-04 06:20:03,Savings Deposit,138.56
ACT0000539,CUST000456,2025-01-17 05:48:08,Credit Repayment,438.85
ACT0000540,CUST000834,2026-03-16 22:27:26,Savings Deposit,134.78
ACT0000541,CUST002677,2025-07-12 17:07:52,Credit Repayment,145.16
ACT0000542,CUST001581,2026-08-09 07:19:17,Savings Deposit,94.59
ACT0000543,CUST006042,2025-02-08 12:05:41,Savings Deposit,34.1
ACT0000544,CUST004630,2026-08-01 15:58:19,Savings Withdrawal,160.96
ACT0000545,CUST002243,2026-02-18 19:33:50,Login,217.69
ACT0000546,CUST007120,2025-04-24 11:23:22,Credit Repayment,285.72
ACT0000547,CUST009286,2025-10-07 11:12:05,Login,801.58
ACT0000548,CUST007505,2026-07-22 12:37:49,Login,16.61
ACT0000549,CUST002614,2025-01-20 06:58:33,Savings Deposit,17.8
ACT0000550,CUST001013,2026-07-14 00:26:35,Savings Deposit,2561.03
ACT0000551,CUST006537,2025-07-14 09:10:14,Payment,24.17
ACT0000552,CUST005843,2026-05-15 13:29:43,Login,110.05
ACT0000553,CUST011263,2025-01-09 16:21:15,Login,181.65
ACT0000554,CUST008265,2025-01-11 01:53:28,Application,156.33
ACT0000555,CUST006063,2025-12-06 05:25:38,Savings Deposit,115.44
ACT0000556,CUST001290,2026-02-01 00:27:00,Payment,1049.58
ACT0000557,CUST003387,2025-09-01 09:21:28,Savings Deposit,81.16
ACT0000558,CUST001941,2025-02-26 04:31:43,Payment,211.23
ACT0000559,CUST004057,2026-04-22 10:41:16,Savings Deposit,49.8
ACT0000560,CUST000510,2025-05-19 22:55:33,Savings Deposit,40.08
ACT0000561,CUST005666,2026-08-01 03:57:33,Login,235.14
ACT0000562,CUST001075,2025-06-15 09:18:52,Login,63.43
ACT0000563,CUST002498,2025-12-31 19:08:38,Payment,29.69
ACT0000564,CUST005600,2025-04-15 02:44:43,Payment,8.14
ACT0000565,CUST011023,2025-07-29 15:01:21,Login,32.72
ACT0000566,CUST010788,2026-03-29 20:25:05,Credit Repayment,496.54
ACT0000567,CUST006354,2026-06-06 12:24:05,Credit Repayment,24.13
ACT0000568,CUST011569,2025-04-07 10:13:47,Payment,190.38
ACT0000569,CUST005749,2025-07-12 12:56:09,Login,84.19
ACT0000570,CUST003935,2025-06-09 03:28:08,Savings Deposit,202.91
ACT0000571,CUST011685,2025-11-22 10:25:21,Savings Withdrawal,10.09
ACT0000572,CUST007433,2025-10-29 01:26:21,Savings Deposit,83.49
ACT0000573,CUST010926,2026-07-27 19:37:23,Payment,223.05
ACT0000574,CUST002523,2025-08-20 03:05:11,Login,1521.59
ACT0000575,CUST002244,2026-08-01 06:58:48,Login,727.91
ACT0000576,CUST010463,2025-08-08 07:11:57,Savings Withdrawal,53.83
ACT0000577,CUST004299,2025-11-02 12:18:39,Credit Repayment,53.7
ACT0000578,CUST005227,2025-02-05 17:15:38,Savings Deposit,41.95
ACT0000579,CUST010463,2025-02-14 12:46:46,Payment,59.89
ACT0000580,CUST009155,2025-07-06 20:17:47,Savings Withdrawal,79.39
ACT0000581,CUST004139,2025-05-31 11:08:08,Credit Repayment,61.97
ACT0000582,CUST000980,2026-02-13 21:17:30,Savings Deposit,759.51
ACT0000583,CUST009846,2025-09-11 05:43:43,Savings Withdrawal,12.65
ACT0000584,CUST000578,2025-01-20 14:00:43,Application,243.63
ACT0000585,CUST002478,2025-11-08 01:34:23,Application,66.91
ACT0000586,CUST010976,2026-06-07 11:37:05,Credit Repayment,78.29
ACT0000587,CUST005041,2026-08-11 17:40:18,Credit Repayment,112.18
ACT0000588,CUST002853,2025-02-20 03:22:57,Credit Repayment,80.25
ACT0000589,CUST006856,2026-08-18 16:15:39,Savings Deposit,142.79
ACT0000590,CUST010455,2026-06-13 07:02:26,Payment,27.69
ACT0000591,CUST003213,2026-03-12 02:18:01,Payment,18.73
ACT0000592,CUST007576,2025-04-17 04:47:50,Savings Deposit,53.3
ACT0000593,CUST011290,2025-11-20 13:19:42,Payment,55.33
ACT0000594,CUST011677,2025-10-14 17:05:54,Credit Repayment,37.94
ACT0000595,CUST000079,2026-01-06 08:48:44,Credit Repayment,107.42
ACT0000596,CUST009115,2025-01-24 19:28:34,Payment,232.14
ACT0000597,CUST009484,2026-06-21 19:08:13,Savings Deposit,80.81
ACT0000598,CUST005523,2026-07-14 09:52:02,Payment,576.93
ACT0000599,CUST008741,2025-04-08 13:11:30,Payment,397.82
ACT0000600,CUST001603,2026-02-22 09:51:29,Payment,296.54
ACT0000601,CUST008197,2025-01-01 08:35:03,Credit Repayment,22.46
ACT0000602,CUST005229,2026-06-02 20:55:34,Savings Withdrawal,102.16
ACT0000603,CUST000641,2025-01-11 22:56:14,Savings Withdrawal,19.82
ACT0000604,CUST002174,2025-05-24 05:26:02,Application,47.96
ACT0000605,CUST010085,2025-09-09 20:42:25,Savings Deposit,123.42
ACT0000606,CUST004969,2026-04-24 12:05:58,Login,14.38
ACT0000607,CUST001344,2025-08-31 19:26:10,Savings Deposit,122.12
ACT0000608,CUST001914,2025-05-15 14:51:08,Login,54.21
ACT0000609,CUST002083,2025-06-30 16:07:18,Login,74.48
ACT0000610,CUST002464,2026-05-10 19:10:37,Savings Deposit,874.47
ACT0000611,CUST010643,2025-09-17 19:21:48,Login,32.42
ACT0000612,CUST000794,2025-11-13 18:39:57,Payment,45.25
ACT0000613,CUST005599,2026-04-15 17:39:48,Credit Repayment,21.53
ACT0000614,CUST010974,2025-04-22 02:07:40,Payment,73.6
ACT0000615,CUST003268,2025-06-18 03:00:43,Credit Repayment,801.53
ACT0000616,CUST006481,2025-10-08 21:00:56,Savings Withdrawal,30.99
ACT0000617,CUST008121,2026-02-13 15:18:59,Login,639.52
ACT0000618,CUST001235,2025-02-10 00:36:41,Payment,23.89
ACT0000619,CUST002261,2026-01-19 03:22:12,Login,72.84
ACT0000620,CUST010136,2025-05-14 18:40:40,Login,70.48
ACT0000621,CUST005580,2026-08-16 11:20:00,Payment,194.33
ACT0000622,CUST011561,2025-08-19 11:17:06,Login,254.91
ACT0000623,CUST003241,2025-12-27 04:41:54,Savings Withdrawal,130.23
ACT0000624,CUST001121,2025-04-29 04:23:52,Payment,15.85
ACT0000625,CUST004071,2025-10-06 10:05:47,Credit Repayment,2.04
ACT0000626,CUST010820,2025-04-19 10:03:55,Application,1071.4
ACT0000627,CUST010257,2025-02-12 11:45:16,Savings Deposit,209.48
ACT0000628,CUST010370,2025-07-10 11:41:34,Payment,42.26
ACT0000629,CUST002591,2026-06-14 06:50:36,Login,7.66
ACT0000630,CUST001681,2025-03-26 23:13:53,Savings Deposit,57.33
ACT0000631,CUST010249,2025-08-10 17:40:54,Savings Deposit,90.87
ACT0000632,CUST004711,2025-04-13 19:44:37,Payment,147.83
ACT0000633,CUST008166,2026-04-23 03:14:11,Login,117.0
ACT0000634,CUST000645,2025-02-26 21:49:20,Credit Repayment,96.07
ACT0000635,CUST011346,2026-02-15 03:32:10,Credit Repayment,20.56
ACT0000636,CUST010489,2025-09-05 23:23:43,Savings Withdrawal,21.25
ACT0000637,CUST004447,2025-10-25 10:54:39,Application,235.26
ACT0000638,CUST008403,2026-06-22 13:49:16,Savings Deposit,52.69
ACT0000639,CUST003480,2025-06-26 09:58:47,Login,27.16
ACT0000640,CUST009191,2025-09-29 23:13:20,Savings Deposit,252.88
ACT0000641,CUST010137,2025-05-10 06:06:26,Savings Withdrawal,25.33
ACT0000642,CUST007410,2025-11-30 16:54:37,Payment,792.5
ACT0000643,CUST007846,2025-09-09 10:50:46,Savings Withdrawal,89.64
ACT0000644,CUST011998,2026-05-25 19:04:52,Login,39.96
ACT0000645,CUST007332,2026-04-20 16:56:08,Login,37.21
ACT0000646,CUST006257,2025-12-10 09:49:53,Login,8.73
ACT0000647,CUST008150,2025-06-04 20:13:34,Savings Deposit,49.83
ACT0000648,CUST004958,2026-02-11 03:28:42,Savings Withdrawal,67.93
ACT0000649,CUST003391,2025-05-11 01:38:31,Savings Deposit,82.82
ACT0000650,CUST008640,2025-09-11 08:00:36,Savings Deposit,78.35
ACT0000651,CUST009559,2025-04-27 15:36:17,Application,4059.13
ACT0000652,CUST004517,2026-06-21 03:01:37,Savings Deposit,53.91
ACT0000653,CUST009283,2025-07-21 09:53:55,Savings Deposit,3.8
ACT0000654,CUST000791,2026-04-30 03:14:07,Payment,58.28
ACT0000655,CUST009641,2025-03-26 16:01:35,Payment,1019.98
ACT0000656,CUST006781,2025-12-28 23:48:25,Login,7.85
ACT0000657,CUST002565,2026-07-31 22:47:57,Credit Repayment,45.4
ACT0000658,CUST002797,2025-02-04 22:22:12,Credit Repayment,42.9
ACT0000659,CUST004708,2026-03-10 14:26:04,Payment,347.14
ACT0000660,CUST010377,2026-03-31 03:29:40,Payment,249.21
ACT0000661,CUST010658,2026-03-15 08:03:42,Payment,24.58
ACT0000662,CUST009212,2026-05-15 00:24:59,Payment,52.44
ACT0000663,CUST004868,2025-10-17 09:06:45,Payment,100.17
ACT0000664,CUST004125,2025-11-17 19:42:32,Credit Repayment,7.18
ACT0000665,CUST010198,2025-06-28 07:06:42,Login,245.07
ACT0000666,CUST008897,2025-04-12 18:47:52,Login,45.16
ACT0000667,CUST000317,2026-06-01 04:59:52,Login,323.43
ACT0000668,CUST003242,2025-07-20 01:14:16,Payment,157.75
ACT0000669,CUST001274,2025-12-03 18:57:25,Login,110.7
ACT0000670,CUST007515,2025-07-24 10:06:30,Savings Deposit,822.47
ACT0000671,CUST002718,2025-06-29 14:11:32,Savings Withdrawal,83.93
ACT0000672,CUST001475,2025-02-25 20:59:02,Credit Repayment,69.25
ACT0000673,CUST003666,2025-01-14 20:29:44,Savings Deposit,194.41
ACT0000674,CUST009374,2025-04-13 23:34:00,Payment,399.11
ACT0000675,CUST002464,2026-02-15 03:19:47,Payment,276.06
ACT0000676,CUST008687,2025-07-01 18:08:31,Payment,165.73
ACT0000677,CUST011748,2026-03-18 01:30:57,Payment,149.15
ACT0000678,CUST004408,2026-06-05 05:40:46,Login,84.71
ACT0000679,CUST000001,2026-05-15 00:58:12,Login,60.52
ACT0000680,CUST006589,2025-04-08 03:43:01,Login,10.82
ACT0000681,CUST003440,2025-11-11 23:41:21,Login,209.88
ACT0000682,CUST003086,2025-05-17 11:57:02,Credit Repayment,38.94
ACT0000683,CUST006081,2025-03-28 13:53:34,Login,9.5
ACT0000684,CUST009636,2025-10-08 01:32:37,Payment,14.69
ACT0000685,CUST005237,2025-06-01 11:30:12,Savings Deposit,8.06
ACT0000686,CUST011514,2026-03-09 14:41:26,Login,3.25
ACT0000687,CUST007417,2025-09-28 04:44:10,Payment,23.29
ACT0000688,CUST000724,2026-02-04 20:29:19,Credit Repayment,868.52
ACT0000689,CUST008756,2025-12-18 05:40:53,Savings Withdrawal,78.91
ACT0000690,CUST004468,2026-05-06 10:47:24,Savings Deposit,18.82
ACT0000691,CUST002386,2025-08-11 02:49:46,Payment,51.4
ACT0000692,CUST011161,2025-07-28 09:33:37,Savings Deposit,18.45
ACT0000693,CUST011247,2025-07-06 13:56:04,Payment,167.43
ACT0000694,CUST008941,2025-11-28 17:40:06,Login,56.3
ACT0000695,CUST002886,2025-09-12 20:43:43,Savings Withdrawal,5.48
ACT0000696,CUST007106,2025-04-11 01:56:26,Login,18.52
ACT0000697,CUST002896,2026-04-12 00:53:14,Application,171.11
ACT0000698,CUST007942,2025-09-16 17:36:55,Payment,302.01
ACT0000699,CUST011357,2026-02-12 14:41:07,Payment,43.18
ACT0000700,CUST006727,2026-05-01 11:35:00,Savings Deposit,83.74
ACT0000701,CUST011867,2026-04-16 15:30:07,Credit Repayment,17.24
ACT0000702,CUST002114,2025-07-04 19:27:20,Login,174.72
ACT0000703,CUST004077,2025-09-17 04:10:21,Application,27.33
ACT0000704,CUST007432,2026-01-27 08:28:06,Payment,9.17
ACT0000705,CUST010594,2026-05-04 18:21:01,Credit Repayment,224.33
ACT0000706,CUST001885,2026-07-06 03:13:30,Credit Repayment,28.3
ACT0000707,CUST006484,2025-08-02 00:08:34,Savings Deposit,454.42
ACT0000708,CUST001131,2025-09-04 10:28:25,Application,23.62
ACT0000709,CUST001028,2026-07-08 02:39:02,Payment,44.36
ACT0000710,CUST002971,2025-05-09 13:05:10,Login,253.59
ACT0000711,CUST010896,2026-05-19 09:29:09,Credit Repayment,102.93
ACT0000712,CUST007288,2025-11-28 00:52:39,Savings Withdrawal,106.68
ACT0000713,CUST004712,2026-08-14 14:27:51,Payment,283.91
ACT0000714,CUST004178,2025-09-22 22:10:00,Payment,22.99
ACT0000715,CUST006168,2026-06-19 14:58:38,Credit Repayment,50.39
ACT0000716,CUST001641,2026-08-07 10:48:59,Savings Deposit,137.69
ACT0000717,CUST002637,2025-11-08 07:01:48,Application,179.2
ACT0000718,CUST006190,2026-04-24 05:52:15,Login,15.69
ACT0000719,CUST003812,2025-05-28 08:02:56,Savings Deposit,49.65
ACT0000720,CUST001830,2025-04-14 19:23:41,Savings Deposit,39.54
ACT0000721,CUST001238,2025-11-01 07:49:44,Savings Deposit,8.55
ACT0000722,CUST006497,2026-03-18 08:14:36,Payment,18.64
ACT0000723,CUST003926,2026-05-03 19:58:07,Payment,272.32
ACT0000724,CUST000627,2026-04-17 11:39:45,Savings Deposit,1589.78
ACT0000725,CUST003627,2025-03-11 07:30:43,Credit Repayment,24.58
ACT0000726,CUST001159,2025-09-16 11:53:08,Payment,24.32
ACT0000727,CUST002203,2025-02-11 04:55:46,Savings Deposit,122.89
ACT0000728,CUST008812,2025-07-29 11:08:12,Payment,32.86
ACT0000729,CUST011737,2025-07-27 22:12:43,Application,127.5
ACT0000730,CUST001963,2025-04-20 17:42:05,Savings Deposit,41.26
ACT0000731,CUST009229,2026-08-28 00:05:20,Payment,144.01
ACT0000732,CUST004938,2025-03-01 21:57:54,Login,239.09
ACT0000733,CUST009821,2026-07-29 20:03:59,Savings Deposit,87.11
ACT0000734,CUST008580,2026-06-01 20:55:03,Payment,20.14
ACT0000735,CUST010031,2025-04-02 20:46:17,Application,283.45
ACT0000736,CUST009365,2025-05-11 21:40:13,Credit Repayment,37.74
ACT0000737,CUST002238,2026-05-14 14:59:47,Login,143.11
ACT0000738,CUST001608,2025-11-10 18:22:05,Payment,16.58
ACT0000739,CUST003087,2025-09-07 05:52:52,Application,86.99
ACT0000740,CUST004575,2025-07-28 01:27:32,Application,20.56
ACT0000741,CUST007549,2025-09-08 21:36:34,Savings Deposit,619.47
ACT0000742,CUST003682,2025-09-12 18:08:47,Savings Withdrawal,50.65
ACT0000743,CUST000320,2026-06-08 05:04:01,Credit Repayment,7.86
ACT0000744,CUST010300,2025-02-28 07:50:44,Credit Repayment,546.99
ACT0000745,CUST001115,2026-03-25 10:27:22,Savings Deposit,240.35
ACT0000746,CUST000502,2026-01-29 05:33:23,Savings Withdrawal,696.19
ACT0000747,CUST008992,2026-04-09 14:27:14,Payment,92.12
